image_id,width,height,x_center,y_center,classes
PP_CAM00_230014,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230014,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230014,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230014,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230015,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230015,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230015,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230015,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230015,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230015,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230015,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230015,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230015,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230015,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230257,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230257,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230257,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230257,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230257,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230257,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230257,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230257,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230257,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230257,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230258,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230258,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230258,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230258,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230258,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230258,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230258,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230258,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230258,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230258,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230259,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230259,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230259,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230259,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230259,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230259,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230259,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230259,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230259,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230259,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230260,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230260,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230260,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230260,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230260,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230260,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230260,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230260,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230260,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230260,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230261,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230261,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230261,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230261,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230261,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230261,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230261,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230261,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230261,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230261,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230264,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230264,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230264,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230264,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230264,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230264,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230264,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230264,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230264,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230264,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230266,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230266,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230266,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230266,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230266,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230266,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230266,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230266,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230266,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230266,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230269,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230269,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230269,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230269,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230269,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230269,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230269,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230269,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230269,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230269,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230280,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230280,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230280,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230280,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230280,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230280,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230280,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230280,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230280,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230280,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230283,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230283,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230283,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230283,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230283,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230283,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230283,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230283,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230283,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230283,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230284,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230284,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230284,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230284,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230284,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230284,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230284,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230284,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230284,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230284,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230287,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230287,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230287,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230287,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230287,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230287,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230287,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230287,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230287,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230287,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230290,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230290,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230290,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230290,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230290,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230290,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230290,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230290,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230290,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230290,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230294,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230294,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230294,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230294,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230294,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230294,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230294,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230294,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230294,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230294,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM00_230301,0.474431818,0.155642023,0.464082792,0.608949416,54
PP_CAM00_230301,0.209821429,0.166828794,0.468952922,0.828550584,1
PP_CAM00_230301,0.070616883,0.080252918,0.816152597,0.566391051,68
PP_CAM00_230301,0.368912338,0.076848249,0.425933442,0.71692607,53
PP_CAM00_230301,0.037743506,0.060311284,0.735592532,0.527723735,3
PP_CAM00_230301,0.086444805,0.124513619,0.272524351,0.336089494,35
PP_CAM00_230301,0.152191558,0.119163424,0.306209416,0.741974708,52
PP_CAM00_230301,0.104707792,0.299610895,0.474431818,0.574902724,63
PP_CAM00_230301,0.087662338,0.178988327,0.455762987,0.346789883,38
PP_CAM00_230301,0.076704545,0.115272374,0.503855519,0.765807393,5
PP_CAM01_230001,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230001,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230001,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230001,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230001,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230001,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230001,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230002,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230002,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230002,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230002,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230002,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230002,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230002,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230002,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230002,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230002,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230003,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230003,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230003,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230003,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230003,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230003,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230003,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230003,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230003,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230003,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230004,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230004,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230004,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230004,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230004,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230004,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230004,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230004,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230004,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230004,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230005,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230005,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230005,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230005,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230005,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230005,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230005,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230005,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230005,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230005,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230006,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230006,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230006,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230006,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230006,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230006,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230006,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230006,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230006,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230006,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230007,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230007,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230007,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230007,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230007,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230007,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230007,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230007,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230007,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230007,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230008,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230008,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230008,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230008,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230008,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230008,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230008,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230008,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230008,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230008,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230009,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230009,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230009,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230009,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230009,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230009,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230009,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230009,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230009,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230009,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230010,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230010,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230010,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230010,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230010,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230010,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230010,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230010,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230010,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230010,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230011,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230011,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230011,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230011,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230011,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230011,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230011,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230011,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230011,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230011,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230012,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230012,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230012,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230012,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230012,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230012,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230012,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230012,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230012,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230012,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230013,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230013,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230013,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230013,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230013,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230013,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230013,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230013,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230013,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230013,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230014,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230014,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230014,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230014,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230014,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230014,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230014,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230014,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230014,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230014,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230015,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230015,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230015,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230015,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230015,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230015,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230015,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230015,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230015,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230015,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230257,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230257,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230257,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230257,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230257,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230257,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230257,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230257,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230257,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230257,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230258,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230258,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230258,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230258,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230258,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230258,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230258,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230258,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230258,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230258,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230259,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230259,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230259,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230259,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230259,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230259,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230259,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230259,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230259,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230259,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230260,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230260,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230260,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230260,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230260,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230260,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230260,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230260,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230260,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230260,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230261,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230261,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230261,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230261,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230261,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230261,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230261,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230261,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230261,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230261,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230264,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230264,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230264,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230264,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230264,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230264,0.140422078,0.340466926,0.53612013,0.292801556,54
PP_CAM01_230264,0.22849026,0.092898833,0.503043831,0.16901751,63
PP_CAM01_230264,0.457792208,0.215466926,0.52150974,0.707928016,55
PP_CAM01_230264,0.142857143,0.160019455,0.329545455,0.199173152,38
PP_CAM01_230264,0.094967532,0.105058366,0.640422078,0.192607004,5
PP_CAM01_230266,0.184253247,0.181906615,0.50974026,0.806906615,51
PP_CAM01_230266,0.127435065,0.13618677,0.273538961,0.397859922,35
PP_CAM01_230266,0.411931818,0.0807393,0.499797078,0.570038911,41
PP_CAM01_230266,0.088068182,0.170233463,0.671469156,0.482490272,52
PP_CAM01_230266,0.064529221,0.277237354,0.629667208,0.383268482,53
PP_CAM01_230266,0.140422078,0.340466926,0.53612013,0.292801556,54
